,precision,recall,f1-score,support
0,1.0,1.0,1.0,144.0
1,1.0,0.9925373134328358,0.9962546816479401,134.0
2,1.0,1.0,1.0,146.0
3,1.0,1.0,1.0,133.0
4,0.9930555555555556,1.0,0.9965156794425087,143.0
accuracy,0.9985714285714286,0.9985714285714286,0.9985714285714286,0.9985714285714286
macro avg,0.9986111111111111,0.9985074626865671,0.9985540722180899,700.0
weighted avg,0.9985813492063492,0.9985714285714286,0.9985712421444324,700.0
