,precision,recall,f1-score,support
0,0.7142857142857143,1.0,0.8333333333333333,500.0
1,0.0,0.0,0.0,78.0
2,0.0,0.0,0.0,91.0
3,0.0,0.0,0.0,13.0
4,0.0,0.0,0.0,18.0
accuracy,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143
macro avg,0.14285714285714285,0.2,0.16666666666666666,700.0
weighted avg,0.5102040816326531,0.7142857142857143,0.5952380952380952,700.0
