,precision,recall,f1-score,support
0,0.1957142857142857,1.0,0.3273596176821983,137.0
1,0.0,0.0,0.0,143.0
2,0.0,0.0,0.0,135.0
3,0.0,0.0,0.0,139.0
4,0.0,0.0,0.0,146.0
accuracy,0.1957142857142857,0.1957142857142857,0.1957142857142857,0.1957142857142857
macro avg,0.03914285714285714,0.2,0.06547192353643966,700.0
weighted avg,0.03830408163265306,0.1957142857142857,0.06406895374637309,700.0
