,precision,recall,f1-score,support
0,0.21857142857142858,1.0,0.35873388042203985,153.0
1,0.0,0.0,0.0,144.0
2,0.0,0.0,0.0,130.0
3,0.0,0.0,0.0,141.0
4,0.0,0.0,0.0,132.0
accuracy,0.21857142857142858,0.21857142857142858,0.21857142857142858,0.21857142857142858
macro avg,0.04371428571428572,0.2,0.07174677608440796,700.0
weighted avg,0.047773469387755105,0.21857142857142858,0.07840897672081729,700.0
