,precision,recall,f1-score,support
0,0.7171428571428572,1.0,0.8352745424292846,502.0
1,0.0,0.0,0.0,82.0
2,0.0,0.0,0.0,83.0
3,0.0,0.0,0.0,22.0
4,0.0,0.0,0.0,11.0
accuracy,0.7171428571428572,0.7171428571428572,0.7171428571428572,0.7171428571428572
macro avg,0.14342857142857143,0.2,0.1670549084858569,700.0
weighted avg,0.5142938775510204,0.7171428571428572,0.5990111718564298,700.0
