,precision,recall,f1-score,support
0,0.2057142857142857,1.0,0.34123222748815163,144.0
1,0.0,0.0,0.0,134.0
2,0.0,0.0,0.0,146.0
3,0.0,0.0,0.0,133.0
4,0.0,0.0,0.0,143.0
accuracy,0.2057142857142857,0.2057142857142857,0.2057142857142857,0.2057142857142857
macro avg,0.04114285714285714,0.2,0.06824644549763033,700.0
weighted avg,0.04231836734693877,0.2057142857142857,0.07019634394041976,700.0
