,precision,recall,f1-score,support
0,0.7416918429003021,0.9839679358717435,0.8458225667527993,499.0
1,0.19444444444444445,0.08139534883720931,0.11475409836065575,86.0
2,0.0,0.0,0.0,75.0
3,0.0,0.0,0.0,22.0
4,0.5,0.05555555555555555,0.09999999999999999,18.0
accuracy,0.7128571428571429,0.7128571428571429,0.7128571428571429,0.7128571428571429
macro avg,0.2872272574689493,0.22418376805290166,0.21211533302269103,700.0
weighted avg,0.56546635975639,0.7128571428571429,0.6196204475266619,700.0
